CODIGO:LATITUDE;LONGITUDE

240010;-6.430000;-36.630001
240020;-5.570000;-36.900002
240030;-5.490000;-36.500000
240040;-6.200000;-38.290001
240050;-6.410000;-38.009998
240060;-6.150000;-37.759998
240070;-5.280000;-36.759998
240080;-5.660000;-36.599998
240090;-6.210000;-37.900002
240100;-5.660000;-37.790001
240110;-4.950000;-37.130001
240120;-6.190000;-35.150002
240130;-5.860000;-37.310001
240140;-6.360000;-35.000000
240145;-5.070000;-37.610001
240150;-5.950000;-35.919998
240160;-5.690000;-35.810001
240165;-5.980000;-36.410000
240170;-5.980000;-35.580002
240180;-6.190000;-35.349998
240185;-5.070000;-36.060001
240190;-5.760000;-35.990002
240200;-6.450000;-37.090000
240210;-6.240000;-36.180000
240220;-6.380000;-35.119999
240230;-5.790000;-37.549999
240240;-6.550000;-36.590000
240250;-5.340000;-36.830002
240260;-5.630000;-35.419998
240270;-6.040000;-36.340000
240280;-6.380000;-36.209999
240290;-6.260000;-38.439999
240300;-6.410000;-36.790001
240310;-6.260000;-36.509998
240320;-6.090000;-38.369999
240325;-5.910000;-35.259998
240330;-6.110000;-38.299999
240340;-6.940000;-36.709999
240350;-6.330000;-35.299999
240360;-5.700000;-35.299999
240370;-5.600000;-37.680000
240375;-5.690000;-36.529999
240380;-6.120000;-36.810001
240390;-6.070000;-38.110001
240400;-6.150000;-37.840000
240410;-5.090000;-36.270000
240420;-6.260000;-35.200001
240430;-5.450000;-37.520000
240440;-4.980000;-37.150002
240450;-5.100000;-36.310001
240460;-5.820000;-35.549999
240470;-5.490000;-36.849998
240480;-6.810000;-37.189999
240485;-5.640000;-36.869999
240490;-5.840000;-37.990002
240500;-6.420000;-36.200001
240510;-5.350000;-36.119999
240520;-6.010000;-37.400002
240530;-6.150000;-35.599998
240540;-6.460000;-35.939999
240550;-5.650000;-35.959999
240560;-6.370000;-37.349998
240570;-6.580000;-36.770000
240580;-5.530000;-35.810001
240590;-6.270000;-37.790001
240600;-6.310000;-38.279999
240610;-6.030000;-37.020000
240615;-6.270000;-35.340000
240620;-6.390000;-35.590000
240630;-6.140000;-35.430000
240640;-6.000000;-35.869999
240650;-6.090000;-36.459999
240660;-6.130000;-35.490002
240670;-5.690000;-36.240002
240680;-6.150000;-36.110001
240690;-6.110000;-37.810001
240700;-6.410000;-38.380001
240710;-5.850000;-35.349998
240720;-5.110000;-36.630001
240725;-6.400000;-38.320000
240730;-6.290000;-38.160000
240740;-6.080000;-37.910000
240750;-5.510000;-35.259998
240760;-6.070000;-37.509998
240770;-6.480000;-35.279999
240780;-6.060000;-35.330002
240790;-6.440000;-35.779999
240800;-5.180000;-37.340000
240810;-5.790000;-35.200001
240820;-6.090000;-35.200001
240830;-6.470000;-35.430000
240840;-5.950000;-37.700001
240850;-6.700000;-36.939999
240860;-6.480000;-38.310001
240870;-5.770000;-37.099998
240880;-5.220000;-35.830002
240890;-6.680000;-36.650002
240895;-5.270000;-35.380001
240910;-6.430000;-35.639999
240920;-6.270000;-35.369999
240930;-6.110000;-37.630001
240933;-5.840000;-35.689999
240940;-6.110000;-38.200001
240950;-5.150000;-35.869999
240960;-5.580000;-36.099998
240970;-5.520000;-36.380001
240980;-6.430000;-35.220001
240990;-5.260000;-36.720001
241000;-6.260000;-38.040001
241010;-5.620000;-35.660000
241020;-6.020000;-37.980000
241025;-5.060000;-36.779999
241030;-6.100000;-35.709999
241040;-5.460000;-35.549999
241050;-6.190000;-38.220001
241060;-6.070000;-37.709999
241070;-5.930000;-37.939999
241080;-6.260000;-38.310001
241090;-5.810000;-35.820000
241100;-5.780000;-38.060001
241105;-4.830000;-37.250000
241110;-5.880000;-35.930000
241120;-6.220000;-36.020000
241140;-5.950000;-36.650002
241142;-6.770000;-36.730000
241150;-6.310000;-35.470001
241160;-5.090000;-35.950001
241170;-6.340000;-36.080002
241180;-6.370000;-37.180000
241190;-5.970000;-38.150002
241200;-5.790000;-35.320000
241210;-6.710000;-37.200001
241220;-6.070000;-35.230000
241230;-6.310000;-35.709999
241240;-6.440000;-36.869999
241250;-6.210000;-38.490002
241255;-5.120000;-35.630001
241260;-5.890000;-35.759998
241270;-5.890000;-35.630001
241280;-5.790000;-36.919998
241290;-5.970000;-36.070000
241300;-6.210000;-36.680000
241310;-6.030000;-35.689999
241320;-6.160000;-35.119999
241330;-6.410000;-35.700001
241335;-5.170000;-37.020000
241340;-6.660000;-37.389999
241350;-6.270000;-35.490002
241355;-6.110000;-37.950001
241360;-5.770000;-37.950001
241370;-6.100000;-35.910000
241380;-5.920000;-38.040001
241390;-5.620000;-35.590000
241400;-6.190000;-35.799999
241410;-6.460000;-38.180000
241415;-6.140000;-36.709999
241420;-6.180000;-35.090000
241430;-6.460000;-37.270000
241440;-5.190000;-35.459999
241445;-5.860000;-37.180000